week_start,category,merchant,revenue_gained,revenue_lost
2025-11-03,Category 10,Merchant 11,745.88,15.34
2025-09-22,Category 9,Merchant 1,4028.24,150.97
2025-10-20,Category 8,Merchant 18,1195.25,78.18
2025-09-15,Category 9,Merchant 13,1966.06,108.58
2025-09-22,Category 4,Merchant 4,2062.77,105.31
2025-10-27,Category 2,Merchant 5,2416.57,136.51
2025-10-13,Category 2,Merchant 16,3760.64,147.87
2025-09-22,Category 6,Merchant 2,4219.54,237.83
2025-10-13,Category 9,Merchant 5,6576.58,375.98
2025-11-03,Category 2,Merchant 16,3197.77,128.66
2025-09-08,Category 7,Merchant 15,2782.18,167
2025-10-20,Category 9,Merchant 15,2986.06,168.25
2025-11-03,Category 4,Merchant 15,809.56,72.04
2025-10-13,Category 10,Merchant 14,1738.56,67.7
2025-10-06,Category 9,Merchant 11,3720.99,182.42
2025-09-29,Category 5,Merchant 14,11189.18,541.6
2025-10-27,Category 4,Merchant 10,1470.5,59.38
2025-10-06,Category 5,Merchant 20,1323.48,118.39
2025-09-08,Category 1,Merchant 5,1496.78,54.49
2025-09-29,Category 3,Merchant 6,3748.68,208.47
2025-10-06,Category 1,Merchant 3,792.15,33.23
2025-10-20,Category 3,Merchant 20,4765.22,281.08
2025-10-20,Category 4,Merchant 6,880.26,33.7
2025-09-29,Category 9,Merchant 10,653.72,37.05
2025-10-27,Category 6,Merchant 19,11621.77,591.57
2025-11-03,Category 10,Merchant 12,1166.96,77.1
2025-10-27,Category 8,Merchant 1,1345.51,70.32
2025-11-03,Category 1,Merchant 17,473.18,26.89
2025-10-20,Category 5,Merchant 3,1814.22,95.17
2025-10-13,Category 10,Merchant 12,2853.5,113.13
2025-09-15,Category 1,Merchant 10,776.17,63.03
2025-11-03,Category 7,Merchant 6,2860.03,167.01
2025-11-03,Category 4,Merchant 13,1072.98,73.08
2025-10-06,Category 5,Merchant 19,11362.31,410.4
2025-10-27,Category 8,Merchant 12,1280.96,69.52
2025-09-22,Category 8,Merchant 12,2532.63,138.08
2025-09-08,Category 1,Merchant 6,1213.15,79.93
2025-11-03,Category 9,Merchant 6,3567,206.01
2025-09-29,Category 10,Merchant 17,1476.61,89.49
2025-10-20,Category 6,Merchant 12,4942.97,271.03
2025-11-03,Category 3,Merchant 17,3502.9,131.02
2025-10-20,Category 1,Merchant 12,1955.97,81.9
2025-09-08,Category 5,Merchant 12,3316.81,164.99
2025-10-27,Category 2,Merchant 10,2860.44,185.09
2025-10-20,Category 2,Merchant 20,1123.72,58.64
2025-10-27,Category 8,Merchant 5,3815.93,216.41
2025-10-06,Category 3,Merchant 9,2822.53,176.56
2025-10-20,Category 9,Merchant 18,4825.25,368.9
2025-09-08,Category 6,Merchant 12,2856.05,145.35
2025-10-13,Category 7,Merchant 14,2795.67,138.88
2025-09-08,Category 5,Merchant 15,2563.58,90.33
2025-10-27,Category 8,Merchant 13,5612.42,329.31
2025-10-06,Category 7,Merchant 15,5330.93,257.61
2025-10-20,Category 6,Merchant 16,3510.73,197.47
2025-09-22,Category 3,Merchant 12,3401.66,204.34
2025-10-06,Category 6,Merchant 19,12090.37,653.56
2025-11-03,Category 9,Merchant 20,605.57,42.12
2025-10-06,Category 7,Merchant 11,3108.69,165.32
2025-11-03,Category 1,Merchant 19,2235.57,112.03
2025-10-20,Category 5,Merchant 2,2329.28,181.74
2025-11-03,Category 5,Merchant 2,951.3,47.86
2025-10-27,Category 5,Merchant 20,1117.28,58.42
2025-09-22,Category 2,Merchant 6,3044,146.81
2025-09-15,Category 7,Merchant 3,3693.32,221.86
2025-09-08,Category 7,Merchant 20,2036.68,60.75
2025-10-06,Category 3,Merchant 12,4511.89,209.23
2025-10-06,Category 1,Merchant 8,2523.25,110.76
2025-10-06,Category 4,Merchant 18,4384.03,224.31
2025-09-15,Category 5,Merchant 4,1758.65,106.24
2025-09-08,Category 2,Merchant 15,1414.12,81.01
2025-09-15,Category 5,Merchant 3,2074.58,78.49
2025-09-08,Category 1,Merchant 3,2030.64,164.7
2025-10-13,Category 1,Merchant 19,2881.5,143.17
2025-10-13,Category 7,Merchant 16,2459.76,151.08
2025-09-15,Category 1,Merchant 12,239.48,13.83
2025-10-20,Category 9,Merchant 16,1839.82,81.05
2025-10-20,Category 2,Merchant 3,2198.99,137.76
2025-11-03,Category 10,Merchant 18,2801.4,151.02
2025-10-27,Category 5,Merchant 19,6775.67,346.95
2025-10-13,Category 3,Merchant 16,2359.84,134.87
2025-09-15,Category 2,Merchant 20,846.15,55.27
2025-09-15,Category 9,Merchant 18,5311.91,249.53
2025-10-20,Category 5,Merchant 11,1032.43,51.78
2025-09-08,Category 9,Merchant 16,2226.2,77.9
2025-10-06,Category 7,Merchant 9,2918.14,180.32
2025-10-20,Category 9,Merchant 11,3108.32,178.77
2025-10-06,Category 7,Merchant 8,5017.63,243.47
2025-09-08,Category 10,Merchant 13,196.3,9.83
2025-10-13,Category 4,Merchant 12,7729.28,495.99
2025-10-20,Category 1,Merchant 20,876.59,32.68
2025-09-29,Category 3,Merchant 20,2365.3,129.24
2025-09-15,Category 5,Merchant 2,2389.92,97.23
2025-09-29,Category 5,Merchant 19,7237.96,451.51
2025-09-29,Category 4,Merchant 8,987.89,64.43
2025-09-15,Category 8,Merchant 12,2728.44,195.01
2025-09-29,Category 10,Merchant 10,2570.48,165.01
2025-11-03,Category 5,Merchant 20,813.56,38.62
2025-10-13,Category 6,Merchant 10,4278.85,235.09
2025-10-13,Category 1,Merchant 13,1612.19,90.52
2025-09-08,Category 10,Merchant 12,1640.34,95.67
2025-10-27,Category 9,Merchant 13,3989.61,214.91
2025-10-27,Category 10,Merchant 20,4142.79,237.91
2025-09-29,Category 3,Merchant 16,3546.07,229.22
2025-11-03,Category 10,Merchant 6,4128.06,279.34
2025-09-22,Category 8,Merchant 15,455.19,45.16
2025-10-13,Category 2,Merchant 12,891.76,35.66
2025-10-06,Category 2,Merchant 18,5083.73,298.65
2025-09-22,Category 7,Merchant 11,3387.05,172.26
2025-10-27,Category 7,Merchant 6,2465.06,179.67
2025-09-29,Category 7,Merchant 15,4748.31,275.64
2025-09-15,Category 3,Merchant 4,4115.63,238.51
2025-09-08,Category 5,Merchant 11,974.38,80.31
2025-10-13,Category 6,Merchant 15,6543.24,339.04
2025-10-27,Category 10,Merchant 13,1421.68,122.57
2025-10-20,Category 3,Merchant 12,4466.55,199.91
2025-10-20,Category 2,Merchant 7,14404.92,699.28
2025-09-08,Category 5,Merchant 14,8668.54,417.2
2025-10-27,Category 1,Merchant 12,1368.67,48.85
2025-10-13,Category 5,Merchant 4,4087.03,191.24
2025-10-13,Category 9,Merchant 16,1748.68,116.36
2025-10-13,Category 5,Merchant 6,2563.62,129.16
2025-11-03,Category 3,Merchant 9,2152.36,140.28
2025-09-22,Category 2,Merchant 4,5816.06,301.35
2025-10-06,Category 10,Merchant 4,3166.36,135.66
2025-09-22,Category 2,Merchant 5,1746.93,83.75
2025-10-20,Category 4,Merchant 3,3180.78,183.78
2025-09-15,Category 5,Merchant 11,1092.93,55.06
2025-10-13,Category 1,Merchant 10,1064.76,96.49
2025-09-08,Category 6,Merchant 17,4068.81,214
2025-10-27,Category 1,Merchant 5,3376.51,194.87
2025-09-15,Category 10,Merchant 17,552.2,27.48
2025-10-27,Category 9,Merchant 5,6782.28,340.97
2025-10-20,Category 3,Merchant 15,3992.49,193.38
2025-10-13,Category 4,Merchant 15,1360.15,85.29
2025-09-08,Category 2,Merchant 17,2330.37,135.18
2025-11-03,Category 6,Merchant 19,7011.31,409.84
2025-10-20,Category 4,Merchant 14,10906.3,571.99
2025-10-06,Category 5,Merchant 15,2196.88,134.66
2025-09-22,Category 10,Merchant 10,2715.94,92.99
2025-09-15,Category 7,Merchant 4,2528.59,158.67
2025-10-13,Category 3,Merchant 18,3966.73,241.96
2025-10-06,Category 3,Merchant 19,5917.74,357.16
2025-10-06,Category 6,Merchant 13,4536.63,245.72
2025-09-22,Category 7,Merchant 13,2376.2,113.14
2025-09-15,Category 3,Merchant 13,3216.65,156.61
2025-10-20,Category 7,Merchant 2,1588.12,75.73
2025-10-13,Category 3,Merchant 8,1271.28,70.03
2025-10-20,Category 7,Merchant 3,3908.87,164.9
2025-09-08,Category 7,Merchant 19,3228.51,183.74
2025-11-03,Category 8,Merchant 6,3227.76,200.24
2025-11-03,Category 3,Merchant 10,1754.93,72.12
2025-10-06,Category 10,Merchant 13,1399.58,76.82
2025-10-20,Category 5,Merchant 7,2022.98,103.42
2025-10-13,Category 1,Merchant 6,762.99,30.99
2025-10-20,Category 5,Merchant 10,3264.38,168.17
2025-10-20,Category 10,Merchant 16,776.52,63.29
2025-09-15,Category 8,Merchant 18,1478.94,76.42
2025-09-22,Category 6,Merchant 7,1665.5,90.95
2025-10-27,Category 1,Merchant 14,455.54,34.05
2025-11-03,Category 10,Merchant 3,4232.03,235.71
2025-10-20,Category 4,Merchant 7,971.73,48.55
2025-11-03,Category 9,Merchant 17,2845.82,163.09
2025-11-03,Category 6,Merchant 16,2977.05,130.56
2025-10-13,Category 10,Merchant 6,3960.2,249.27
2025-10-13,Category 7,Merchant 4,2386.13,101.17
2025-10-13,Category 1,Merchant 12,1254.98,59.34
2025-10-27,Category 4,Merchant 7,1855.23,141.42
2025-10-06,Category 2,Merchant 8,2156.41,106.77
2025-10-06,Category 5,Merchant 12,5820.26,288.56
2025-10-06,Category 5,Merchant 17,1698.8,65.38
2025-09-29,Category 6,Merchant 9,3153.59,148.61
2025-10-06,Category 8,Merchant 7,3477.45,205.28
2025-09-22,Category 6,Merchant 13,3517.27,186.32
2025-10-13,Category 9,Merchant 3,5625.95,260.94
2025-10-27,Category 5,Merchant 6,2202.22,107.49
2025-09-15,Category 4,Merchant 5,2323.64,119.39
2025-10-27,Category 8,Merchant 8,3319.88,142.72
2025-09-08,Category 4,Merchant 6,692.36,21.94
2025-09-15,Category 7,Merchant 15,3167.74,156.04
2025-09-15,Category 8,Merchant 19,4745.66,221.45
2025-09-29,Category 1,Merchant 9,5580.28,291.38
2025-10-06,Category 3,Merchant 18,4052.58,248.51
2025-11-03,Category 5,Merchant 19,7171.59,470.79
2025-09-08,Category 9,Merchant 13,4625.57,302.64
2025-09-08,Category 5,Merchant 13,2738.44,193.69
2025-09-08,Category 9,Merchant 6,4856.2,207.32
2025-09-22,Category 8,Merchant 2,4544.87,236.92
2025-09-15,Category 2,Merchant 13,5987.18,398.29
2025-10-06,Category 8,Merchant 10,3752.68,162.95
2025-09-29,Category 5,Merchant 7,3328.28,246.27
2025-09-29,Category 2,Merchant 6,2807.86,187.77
2025-09-29,Category 7,Merchant 13,597.02,14.46
2025-11-03,Category 4,Merchant 6,1108.57,80.06
2025-10-13,Category 2,Merchant 11,3314.42,177.2
2025-10-13,Category 1,Merchant 5,1798.49,86.35
2025-10-20,Category 8,Merchant 15,1880.74,44.53
2025-10-06,Category 8,Merchant 4,3079.15,186.79
2025-10-27,Category 7,Merchant 10,7221.76,354.11
2025-09-15,Category 8,Merchant 16,5656.35,266.96
2025-09-22,Category 6,Merchant 10,2987.92,165.2
2025-10-06,Category 6,Merchant 16,4266.69,189.14
2025-10-20,Category 2,Merchant 9,2692.6,175.97
2025-10-27,Category 5,Merchant 15,2938.45,152.42
2025-10-27,Category 9,Merchant 15,1212.62,59.28
2025-09-15,Category 5,Merchant 5,5466.4,335.11
2025-09-29,Category 4,Merchant 10,752.17,26.31
2025-09-22,Category 7,Merchant 12,6794.36,368.48
2025-10-27,Category 10,Merchant 10,1868.78,108.64
2025-09-29,Category 8,Merchant 19,3951.23,230.88
2025-10-20,Category 1,Merchant 14,1461.19,68.61
2025-10-27,Category 1,Merchant 1,495.18,27.12
2025-10-20,Category 8,Merchant 13,4739.01,226.47
2025-11-03,Category 8,Merchant 16,6335.22,294.48
2025-10-20,Category 4,Merchant 16,5128.43,241.66
2025-10-20,Category 1,Merchant 19,2990.07,152.15
2025-11-03,Category 10,Merchant 5,1022.47,35.74
2025-09-29,Category 10,Merchant 6,3824.95,152.71
2025-09-22,Category 2,Merchant 18,4779.41,210.34
2025-09-22,Category 7,Merchant 10,6172.82,326.14
2025-09-08,Category 2,Merchant 4,3183.41,191.32
2025-10-20,Category 5,Merchant 20,1405.16,95.78
2025-11-03,Category 6,Merchant 6,1880.36,158.31
2025-09-08,Category 6,Merchant 9,3223.88,197.02
2025-09-22,Category 10,Merchant 12,3441.09,215.04
2025-11-03,Category 6,Merchant 3,987.82,66.2
2025-10-20,Category 8,Merchant 19,2947.48,178.31
2025-11-03,Category 10,Merchant 20,2904.88,126.51
2025-10-27,Category 3,Merchant 5,787.95,49.45
2025-10-20,Category 10,Merchant 3,4884.56,252.56
2025-09-29,Category 8,Merchant 18,1831.92,101.29
2025-10-20,Category 1,Merchant 8,3521.77,159.2
2025-09-15,Category 2,Merchant 3,2724.55,128.68
2025-09-08,Category 9,Merchant 5,4391.92,213.82
2025-09-29,Category 6,Merchant 18,1131.82,48.34
2025-09-22,Category 8,Merchant 6,2556.38,130.64
2025-09-08,Category 5,Merchant 19,5837.41,291.69
2025-10-13,Category 1,Merchant 18,1153.07,94.44
2025-09-22,Category 6,Merchant 17,7198.05,339.49
2025-09-29,Category 9,Merchant 7,3587.7,233
2025-10-27,Category 1,Merchant 18,422.93,12.9
2025-10-20,Category 5,Merchant 13,2879.69,202.45
2025-09-29,Category 8,Merchant 12,2326.34,91.22
2025-09-22,Category 2,Merchant 13,4523.69,247.59
2025-09-29,Category 2,Merchant 13,4795.55,230.19
2025-10-06,Category 3,Merchant 10,640.2,56.33
2025-09-15,Category 6,Merchant 13,3808.67,171.89
2025-09-08,Category 8,Merchant 6,1667.7,93.62
2025-09-22,Category 5,Merchant 3,2994.13,141.92
2025-09-08,Category 4,Merchant 8,1347.24,74.95
2025-11-03,Category 3,Merchant 7,1961.15,133.9
2025-10-20,Category 5,Merchant 12,5361.76,285.73
2025-09-08,Category 4,Merchant 10,973.71,67.08
2025-11-03,Category 4,Merchant 3,2606.69,110.52
2025-09-15,Category 8,Merchant 3,3076.92,162.97
2025-09-22,Category 1,Merchant 10,953.03,56.87
2025-09-08,Category 9,Merchant 15,1277.28,74.9
2025-09-15,Category 6,Merchant 5,5062.44,279.67
2025-10-13,Category 3,Merchant 14,8155.62,462.97
2025-10-13,Category 4,Merchant 7,1668.31,90.61
2025-09-22,Category 1,Merchant 11,1639.88,115.73
2025-09-08,Category 5,Merchant 9,2192.05,105.39
2025-09-08,Category 3,Merchant 10,155.83,9.63
2025-10-27,Category 6,Merchant 9,3027.06,159.62
2025-11-03,Category 8,Merchant 12,1808.69,109.33
2025-09-22,Category 2,Merchant 12,1537.91,123.92
2025-10-20,Category 4,Merchant 19,2156.69,93.69
2025-10-13,Category 6,Merchant 5,2971.21,115.82
2025-09-29,Category 5,Merchant 17,527.31,30.81
2025-09-08,Category 5,Merchant 7,1403.16,80.76
2025-09-08,Category 2,Merchant 12,531.7,32.81
2025-09-29,Category 3,Merchant 9,1976.99,114.16
2025-09-15,Category 2,Merchant 8,1956.58,107.66
2025-11-03,Category 3,Merchant 20,1643.08,73.44
2025-09-15,Category 5,Merchant 14,9441.38,597.3
2025-09-08,Category 7,Merchant 13,899.19,50.52
2025-11-03,Category 10,Merchant 19,2724.37,186.37
2025-09-22,Category 2,Merchant 8,2373.37,172.27
2025-09-29,Category 5,Merchant 5,5929.24,363.94
2025-09-08,Category 8,Merchant 17,4464.46,205.64
2025-11-03,Category 3,Merchant 13,3033.48,138.83
2025-11-03,Category 8,Merchant 4,3203.98,150.52
2025-10-06,Category 7,Merchant 17,5636.47,294.57
2025-11-03,Category 6,Merchant 11,3512.53,180.24
2025-10-13,Category 6,Merchant 2,4418.89,267.57
2025-09-29,Category 7,Merchant 4,4094.39,271.28
2025-09-29,Category 2,Merchant 8,2131.9,79.48
2025-10-20,Category 1,Merchant 13,2017.61,115.65
2025-10-13,Category 3,Merchant 5,2225.08,106.69
2025-09-22,Category 4,Merchant 3,4968.55,256.63
2025-10-13,Category 10,Merchant 8,1510.53,86.51
2025-10-06,Category 9,Merchant 13,3075.12,163.7
2025-11-03,Category 1,Merchant 12,1147.42,64.95
2025-10-27,Category 4,Merchant 17,4192.56,191.38
2025-09-22,Category 8,Merchant 1,614.47,24.6
2025-10-06,Category 6,Merchant 15,4407.71,278.12
2025-09-08,Category 2,Merchant 5,1531.12,75.41
2025-10-13,Category 8,Merchant 16,4568.5,245.09
2025-10-27,Category 9,Merchant 10,793.45,52.1
2025-11-03,Category 2,Merchant 20,650.45,22.17
2025-09-22,Category 5,Merchant 10,4204.64,214.25
2025-10-27,Category 10,Merchant 4,4169.66,205.39
2025-11-03,Category 4,Merchant 5,1661.88,70.52
2025-10-13,Category 10,Merchant 19,2640.57,140.87
2025-09-22,Category 4,Merchant 13,2302.09,118.36
2025-10-06,Category 3,Merchant 3,7679.16,259.89
2025-09-29,Category 5,Merchant 13,3785.13,130.36
2025-10-13,Category 10,Merchant 3,5886.33,327.58
2025-10-20,Category 5,Merchant 9,2868.51,211.6
2025-09-22,Category 1,Merchant 14,1020.29,25.51
2025-09-15,Category 3,Merchant 2,3629.41,133.54
2025-09-22,Category 9,Merchant 15,2517.19,171.81
2025-09-08,Category 8,Merchant 8,2834.03,162.89
2025-09-15,Category 3,Merchant 17,3605.99,230.89
2025-10-20,Category 3,Merchant 10,564.5,34.99
2025-10-27,Category 3,Merchant 4,2440.42,153.21
2025-09-29,Category 3,Merchant 8,712.29,26.82
2025-10-27,Category 8,Merchant 6,2080.99,106.64
2025-11-03,Category 6,Merchant 13,5557.63,216.28
2025-09-29,Category 10,Merchant 12,3873.51,235.95
2025-09-08,Category 3,Merchant 11,2261.4,163.41
2025-10-20,Category 1,Merchant 7,2579.42,148.18
2025-09-22,Category 7,Merchant 15,4684.14,268.82
2025-09-29,Category 3,Merchant 12,3229.71,205.28
2025-09-15,Category 2,Merchant 7,13237,704.93
2025-09-22,Category 8,Merchant 8,1693.75,93.87
2025-09-15,Category 6,Merchant 7,1140.17,50.49
2025-10-20,Category 3,Merchant 7,3362.42,137.86
2025-11-03,Category 1,Merchant 1,911.82,47.11
2025-09-22,Category 8,Merchant 7,1963.5,147.47
2025-09-08,Category 9,Merchant 12,8175.76,389.88
2025-10-20,Category 4,Merchant 11,1768.69,97.68
2025-10-20,Category 7,Merchant 1,924.61,32.62
2025-11-03,Category 1,Merchant 10,1165.65,39.04
2025-10-06,Category 9,Merchant 7,2017.07,74.09
2025-10-06,Category 4,Merchant 4,2272.67,103.68
2025-09-08,Category 2,Merchant 8,2179.56,121.66
2025-09-15,Category 9,Merchant 8,1849.69,56.63
2025-09-29,Category 1,Merchant 13,1399.18,96.6
2025-10-27,Category 1,Merchant 7,3822.69,211.66
2025-10-27,Category 9,Merchant 17,5033.7,274.56
2025-11-03,Category 7,Merchant 3,3511.14,162.57
2025-09-29,Category 9,Merchant 6,4615.3,220.59
2025-10-13,Category 9,Merchant 1,3187.47,182.65
2025-10-20,Category 9,Merchant 19,3831.34,175.51
2025-10-27,Category 8,Merchant 15,557.79,44.39
2025-09-08,Category 3,Merchant 2,2624.81,146.09
2025-09-08,Category 10,Merchant 18,1902.74,98.14
2025-09-15,Category 6,Merchant 4,1566.34,123.44
2025-10-20,Category 3,Merchant 5,4088.35,214.51
2025-09-29,Category 3,Merchant 13,2415.11,161.2
2025-10-20,Category 9,Merchant 1,3740.1,194.58
2025-10-20,Category 5,Merchant 4,4017.2,160.41
2025-09-22,Category 3,Merchant 8,797.55,25.52
2025-09-22,Category 8,Merchant 19,3716.17,221.05
2025-09-08,Category 1,Merchant 11,566.22,19.92
2025-10-13,Category 4,Merchant 5,2189.05,109.54
2025-09-29,Category 4,Merchant 17,3181.37,153.06
2025-10-13,Category 6,Merchant 19,9815.03,470.23
2025-09-29,Category 9,Merchant 19,2457.74,109.94
2025-10-13,Category 3,Merchant 7,1505.03,74.36
2025-09-29,Category 2,Merchant 2,4856.73,220.92
2025-10-13,Category 5,Merchant 5,4682.28,236.03
2025-10-06,Category 5,Merchant 2,1730.57,69.8
2025-10-20,Category 3,Merchant 14,7000.21,390.71
2025-09-29,Category 9,Merchant 17,4165.18,229.96
2025-10-13,Category 1,Merchant 14,1283.12,47.29
2025-11-03,Category 4,Merchant 12,6761.97,413.36
2025-10-13,Category 8,Merchant 4,2665.01,188.31
2025-10-06,Category 2,Merchant 4,2453.6,109.74
2025-10-27,Category 1,Merchant 19,1877.34,111.85
2025-09-08,Category 8,Merchant 13,2410.61,161.22
2025-09-08,Category 5,Merchant 4,2301.98,127.36
2025-10-20,Category 10,Merchant 14,1698.51,76.89
2025-10-13,Category 9,Merchant 7,2049.42,101.31
2025-10-20,Category 3,Merchant 17,3952.2,182.14
2025-10-06,Category 8,Merchant 9,3509.9,197.07
2025-10-20,Category 8,Merchant 5,3389.84,159.42
2025-10-20,Category 10,Merchant 17,1592.57,71.4
2025-10-20,Category 10,Merchant 6,2959.72,175.77
2025-10-20,Category 9,Merchant 10,1474.89,81.67
2025-09-08,Category 3,Merchant 5,1537.81,87.45
2025-09-08,Category 10,Merchant 17,568.44,31.58
2025-09-08,Category 7,Merchant 10,4311.53,285.26
2025-10-06,Category 7,Merchant 18,6945.47,357.59
2025-09-15,Category 7,Merchant 20,2856.28,171.9
2025-09-29,Category 4,Merchant 2,5525.44,261.2
2025-11-03,Category 9,Merchant 8,599.73,49.37
2025-10-13,Category 9,Merchant 19,1677.52,91.23
2025-11-03,Category 8,Merchant 15,1380.6,18
2025-09-22,Category 4,Merchant 16,6513.36,306.55
2025-10-13,Category 2,Merchant 8,2415.75,146.45
2025-09-29,Category 10,Merchant 11,1294.07,63.8
2025-09-08,Category 9,Merchant 7,3930.15,219.45
2025-09-29,Category 2,Merchant 18,2465.05,167.48
2025-09-08,Category 2,Merchant 6,2436.15,162.12
2025-11-03,Category 7,Merchant 20,1768.81,82.32
2025-09-22,Category 7,Merchant 16,2143.9,116.31
2025-09-08,Category 4,Merchant 5,1198.5,74.79
2025-09-08,Category 9,Merchant 19,2000.27,135.79
2025-10-06,Category 6,Merchant 12,5609.53,311.78
2025-09-15,Category 4,Merchant 15,1912.3,134.66
2025-09-15,Category 9,Merchant 6,3560.8,186.34
2025-09-29,Category 6,Merchant 13,3775.34,183.78
2025-09-22,Category 1,Merchant 13,933.18,61.36
2025-09-08,Category 8,Merchant 16,3578.39,182.49
2025-10-20,Category 5,Merchant 19,8498.51,475.96
2025-10-13,Category 5,Merchant 8,4784.06,224.42
2025-10-27,Category 6,Merchant 6,3028.57,143.05
2025-10-20,Category 3,Merchant 16,3682.07,234.02
2025-09-08,Category 4,Merchant 12,7316.98,429.72
2025-11-03,Category 5,Merchant 17,1502.48,53.8
2025-10-06,Category 10,Merchant 17,1362.3,39.66
2025-10-13,Category 9,Merchant 18,5896.22,356.93
2025-10-27,Category 3,Merchant 17,2608.36,111.45
2025-10-27,Category 6,Merchant 12,5347.29,271
2025-09-08,Category 4,Merchant 3,2074.71,131.47
2025-09-22,Category 2,Merchant 7,16130.39,794.28
2025-09-15,Category 2,Merchant 11,5664.83,331.92
2025-10-13,Category 9,Merchant 15,2625.81,122.44
2025-10-20,Category 7,Merchant 16,1710.05,101.69
2025-10-20,Category 5,Merchant 17,2641.48,137.4
2025-09-22,Category 8,Merchant 4,4919.5,280.9
2025-10-13,Category 6,Merchant 9,3617.5,137.19
2025-10-13,Category 6,Merchant 12,7751.85,412.15
2025-10-20,Category 1,Merchant 9,3592.88,246.89
2025-10-06,Category 9,Merchant 8,1757,85.13
2025-10-06,Category 8,Merchant 3,4019.51,212.83
2025-10-20,Category 9,Merchant 6,4519.71,217.48
2025-09-22,Category 5,Merchant 13,3797.14,258.96
2025-10-27,Category 3,Merchant 9,4267.06,104.54
2025-09-08,Category 3,Merchant 6,1163.61,37.72
2025-09-08,Category 7,Merchant 14,4547.64,269.29
2025-10-06,Category 10,Merchant 14,2297.43,153.16
2025-10-20,Category 6,Merchant 10,3821.45,209.48
2025-11-03,Category 5,Merchant 12,3261.34,200.96
2025-09-08,Category 10,Merchant 19,1755.5,106.36
2025-09-15,Category 1,Merchant 9,3519.73,202.52
2025-10-13,Category 9,Merchant 17,3345.56,224.61
2025-10-13,Category 5,Merchant 9,1139.78,60.08
2025-10-27,Category 3,Merchant 6,2586.44,144.62
2025-10-13,Category 10,Merchant 5,1515.96,85.34
2025-10-27,Category 5,Merchant 14,10907.81,642.85
2025-09-22,Category 7,Merchant 18,4530.98,239.51
2025-11-03,Category 5,Merchant 10,3111.37,134.7
2025-11-03,Category 5,Merchant 18,6419.41,357.79
2025-10-13,Category 3,Merchant 20,3567.28,187.26
2025-09-29,Category 3,Merchant 19,6083.72,318.05
2025-09-08,Category 9,Merchant 1,2377.72,105.53
2025-10-20,Category 10,Merchant 20,3936.66,241.84
2025-10-27,Category 6,Merchant 15,4558.38,305.71
2025-09-22,Category 6,Merchant 19,10208.03,574.7
2025-10-13,Category 9,Merchant 20,616.86,27.77
2025-10-13,Category 9,Merchant 11,4914.12,309.96
2025-10-27,Category 1,Merchant 10,1467.84,42.56
2025-09-29,Category 3,Merchant 11,5178.41,278.82
2025-09-22,Category 4,Merchant 18,5012.63,267.07
2025-09-22,Category 5,Merchant 16,5993.86,376.13
2025-10-06,Category 7,Merchant 19,5209.03,200.18
2025-09-22,Category 2,Merchant 16,5141.37,290.97
2025-09-22,Category 10,Merchant 20,3281.67,196.99
2025-11-03,Category 2,Merchant 3,1386.87,77.79
2025-10-06,Category 9,Merchant 3,5119.08,295.54
2025-09-08,Category 1,Merchant 15,5749.1,239.71
2025-09-29,Category 1,Merchant 2,2637.6,104.1
2025-09-29,Category 9,Merchant 14,1176.01,64.56
2025-10-13,Category 5,Merchant 14,12348.59,478.44
2025-09-15,Category 9,Merchant 19,2670.21,162.04
2025-09-29,Category 5,Merchant 9,3346.61,154.49
2025-09-22,Category 4,Merchant 12,7601.18,375.96
2025-11-03,Category 9,Merchant 9,2322.81,97.93
2025-10-27,Category 6,Merchant 14,4979.37,251
2025-09-08,Category 7,Merchant 2,1568.76,83.59
2025-09-08,Category 10,Merchant 5,777.82,64.23
2025-10-13,Category 4,Merchant 8,1114.08,91.75
2025-09-15,Category 9,Merchant 12,7435.01,432.93
2025-09-08,Category 1,Merchant 8,1565.65,98.19
2025-10-06,Category 1,Merchant 6,837.2,52.77
2025-10-27,Category 7,Merchant 16,1379.27,61.46
2025-09-08,Category 1,Merchant 9,3740.81,178.47
2025-09-29,Category 10,Merchant 19,2740.14,159.88
2025-10-06,Category 1,Merchant 13,542.54,30.03
2025-09-15,Category 5,Merchant 18,8950.71,537.4
2025-09-08,Category 7,Merchant 16,2015.48,73.92
2025-11-03,Category 9,Merchant 12,6050.04,319.16
2025-11-03,Category 8,Merchant 19,1807.57,140.09
2025-09-08,Category 3,Merchant 19,3966.34,192.21
2025-09-15,Category 9,Merchant 17,4105.12,220.1
2025-10-06,Category 3,Merchant 6,1716.89,95.09
2025-09-15,Category 1,Merchant 6,966.44,43.23
2025-09-29,Category 7,Merchant 1,803.29,20.95
2025-09-15,Category 7,Merchant 10,7547.99,449.6
2025-10-06,Category 1,Merchant 12,578.27,22.29
2025-09-08,Category 1,Merchant 20,1078.61,68.7
2025-10-20,Category 10,Merchant 8,1886.39,91.04
2025-11-03,Category 4,Merchant 14,5941.87,274.89
2025-09-15,Category 5,Merchant 8,3818.02,192.54
2025-09-15,Category 1,Merchant 3,2617.22,104.36
2025-09-29,Category 10,Merchant 8,1430.29,49.34
2025-10-27,Category 6,Merchant 10,4738.13,204.12
2025-09-15,Category 1,Merchant 20,693.94,34.17
2025-09-22,Category 1,Merchant 2,1852.97,95.24
