category,date_actual,merchant,avg_unit_price,avg_discount,avg_price_delta,coupons_used
Category 10,2025-09-26,Merchant 3,55.871428571428574,1.7385714285714287,23.97714285714286,"{'NONE','WELCOME'}"
Category 10,2025-09-26,Merchant 4,62.075,3.7125,17.9675,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-26,Merchant 5,42.13333333333333,1.01,-40.42666666666667,"{'NONE','WELCOME'}"
Category 10,2025-09-26,Merchant 6,59.028,3.708,-19.438,"{'SAVE10','WELCOME'}"
Category 10,2025-09-27,Merchant 10,89.03,1.7466666666666666,43.34,"{'NONE','WELCOME'}"
Category 10,2025-09-27,Merchant 12,69.8625,6.5275,-4.235,"{'SAVE10','WELCOME'}"
Category 10,2025-09-27,Merchant 13,83.88,0,-8.49,{'NONE'}
Category 10,2025-09-27,Merchant 14,63.17,4.306666666666667,23.19333333333333,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-27,Merchant 16,85.27,4.26,58.92,{'WELCOME'}
Category 10,2025-09-27,Merchant 17,39.03,1.95,17.38,{'WELCOME'}
Category 10,2025-09-27,Merchant 18,79.66333333333333,5.306666666666667,-2.52,"{'SAVE10','WELCOME'}"
Category 10,2025-09-27,Merchant 20,30.722,1.752,-12.342,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-27,Merchant 3,33.66,1.33,23.2375,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-27,Merchant 4,29.0825,1.1125,-29.51,"{'NONE','WELCOME'}"
Category 10,2025-09-27,Merchant 5,14.73,1.47,-68.29,{'SAVE10'}
Category 10,2025-09-27,Merchant 6,37.7475,1.025,-41.455,"{'NONE','SAVE10'}"
Category 10,2025-09-27,Merchant 8,48.64,2.43,12.71,{'WELCOME'}
Category 10,2025-09-28,Merchant 10,81.39,2.395,33.065,"{'NONE','WELCOME'}"
Category 10,2025-09-28,Merchant 11,27.503333333333334,0.51,-17.046666666666667,"{'NONE','WELCOME'}"
Category 10,2025-09-28,Merchant 12,43.86333333333334,3.28,7.693333333333333,"{'SAVE10','WELCOME'}"
Category 10,2025-09-28,Merchant 13,50.99,0,-41.38,{'NONE'}
Category 10,2025-09-28,Merchant 14,10.38,1.04,-2.91,{'SAVE10'}
Category 10,2025-09-28,Merchant 16,12.97,0.65,-9.77,{'WELCOME'}
Category 10,2025-09-28,Merchant 17,92.12,4.61,67.81,{'WELCOME'}
Category 10,2025-09-28,Merchant 18,43.954,2.984,-33.336,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-28,Merchant 19,42.0925,1.2925,-32.91,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-28,Merchant 20,38.4275,0.9425,-1.945,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-28,Merchant 3,53.298,3.054,34.888,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-28,Merchant 4,57.674,4.464,-15.444,"{'NONE','SAVE10'}"
Category 10,2025-09-28,Merchant 5,88.41,0,6.86,{'NONE'}
Category 10,2025-09-28,Merchant 6,47.125,2.355,9.98,{'WELCOME'}
Category 10,2025-09-28,Merchant 8,46.226,1.688,11.038,"{'NONE','WELCOME'}"
Category 10,2025-09-29,Merchant 10,49.9375,4.3075,2.68,"{'SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 11,83.45,1.635,37.775,"{'NONE','WELCOME'}"
Category 10,2025-09-29,Merchant 12,34.71,1.6366666666666667,-46.056666666666665,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 13,43.61666666666667,3.5033333333333334,-52.25666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 14,90.92333333333333,4.31,62.653333333333336,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 16,78.37,7.84,48.44,{'SAVE10'}
Category 10,2025-09-29,Merchant 17,14.58,0.73,-5.85,{'WELCOME'}
Category 10,2025-09-29,Merchant 18,33.71666666666667,1.3533333333333333,-50.94,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 19,56.056666666666665,3.7133333333333334,-26.636666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 20,52.483333333333334,2.6233333333333335,10.96,{'WELCOME'}
Category 10,2025-09-29,Merchant 3,53.47625,3.87875,25.39125,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 4,37.63333333333333,1.05,-33.303333333333335,"{'NONE','WELCOME'}"
Category 10,2025-09-29,Merchant 5,51.31,4.715,-34.955,"{'SAVE10','WELCOME'}"
Category 10,2025-09-29,Merchant 6,56.425,1.385,-8.675,"{'NONE','SAVE10'}"
Category 10,2025-09-30,Merchant 10,46.233333333333334,2.16,2.1166666666666667,"{'NONE','WELCOME'}"
Category 10,2025-09-30,Merchant 11,104.46,0,60.42,{'NONE'}
Category 10,2025-09-30,Merchant 12,33.35,1.67,-1.21,{'WELCOME'}
Category 10,2025-09-30,Merchant 14,58.99,0,11.61,{'NONE'}
Category 10,2025-09-30,Merchant 16,75.47,3.775,49.61,{'WELCOME'}
Category 10,2025-09-30,Merchant 17,35.985,1.8,14.485,{'WELCOME'}
Category 10,2025-09-30,Merchant 18,36.8,1.7133333333333334,-48.21666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-09-30,Merchant 19,69.6775,4.0675,-16.005,"{'SAVE10','WELCOME'}"
Category 10,2025-09-30,Merchant 20,60.376,2.714,13.51,"{'NONE','WELCOME'}"
Category 10,2025-09-30,Merchant 3,49.818,1.488,22.646,"{'NONE','WELCOME'}"
Category 10,2025-09-30,Merchant 4,61.765,2.37,16.411666666666665,"{'NONE','WELCOME'}"
Category 10,2025-09-30,Merchant 6,63.2,1.75,-1.3866666666666667,"{'NONE','WELCOME'}"
Category 10,2025-09-30,Merchant 8,27.873333333333335,1.8933333333333333,-7.516666666666667,"{'SAVE10','WELCOME'}"
Category 10,2025-10-01,Merchant 10,40.348333333333336,1.7666666666666666,-3.375,"{'NONE','WELCOME'}"
Category 10,2025-10-01,Merchant 11,68.735,6.87,17.825,{'SAVE10'}
Category 10,2025-10-01,Merchant 12,74.646,5.112,-0.348,"{'SAVE10','WELCOME'}"
Category 10,2025-10-01,Merchant 13,37.34,0,-55.03,{'NONE'}
Category 10,2025-10-01,Merchant 14,68.11,6.81,31.485,{'SAVE10'}
Category 10,2025-10-01,Merchant 17,45.10666666666667,1.6766666666666667,23.73,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-01,Merchant 18,61.305,1.775,-20.56,"{'NONE','WELCOME'}"
Category 10,2025-10-01,Merchant 19,32.156666666666666,2.26,-49.083333333333336,"{'SAVE10','WELCOME'}"
Category 10,2025-10-01,Merchant 20,73.47666666666667,7.346666666666667,10.43,{'SAVE10'}
Category 10,2025-10-01,Merchant 3,68.318,1.936,47.624,"{'NONE','WELCOME'}"
Category 10,2025-10-01,Merchant 4,41.571666666666665,0.9733333333333334,-35.505,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-01,Merchant 6,61.586,3.504,3.308,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-01,Merchant 8,50.83,1.49,15.84,"{'NONE','WELCOME'}"
Category 10,2025-10-02,Merchant 10,46.193333333333335,2.546666666666667,-0.2966666666666667,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-02,Merchant 11,79.02,7.9,27.08,{'SAVE10'}
Category 10,2025-10-02,Merchant 12,54.215,3.1816666666666666,-20.39,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-02,Merchant 13,89.425,6.61,-9.555,"{'SAVE10','WELCOME'}"
Category 10,2025-10-02,Merchant 14,41.98,3.21,-8.61,"{'NONE','SAVE10'}"
Category 10,2025-10-02,Merchant 16,37.47,0,15.38,{'NONE'}
Category 10,2025-10-02,Merchant 17,47.193333333333335,2.6333333333333333,24.86,"{'SAVE10','WELCOME'}"
Category 10,2025-10-02,Merchant 18,13.57,0,-56.88,{'NONE'}
Category 10,2025-10-02,Merchant 19,85.575,4.275,23.4,{'WELCOME'}
Category 10,2025-10-02,Merchant 20,67.045,3.35,11.665,{'WELCOME'}
Category 10,2025-10-02,Merchant 3,81.8725,5.7275,26.925,"{'SAVE10','WELCOME'}"
Category 10,2025-10-02,Merchant 4,35.446666666666665,1.5433333333333332,-15.296666666666667,"{'NONE','WELCOME'}"
Category 10,2025-10-02,Merchant 5,73.60333333333334,6.316666666666666,-14.263333333333334,"{'SAVE10','WELCOME'}"
Category 10,2025-10-02,Merchant 6,22.835,1.2725,-48.725,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-02,Merchant 8,31.15,0.81,-3.16,"{'NONE','WELCOME'}"
Category 10,2025-10-03,Merchant 10,33.46666666666667,1.2466666666666666,-11.723333333333333,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-03,Merchant 11,24.03,0,-20.01,{'NONE'}
Category 10,2025-10-03,Merchant 12,88.32,4.415,51.015,{'WELCOME'}
Category 10,2025-10-03,Merchant 13,22.98,1.965,-71.355,"{'SAVE10','WELCOME'}"
Category 10,2025-10-03,Merchant 14,49.15,2.045,-0.27,"{'NONE','WELCOME'}"
Category 10,2025-10-03,Merchant 17,37.42,1.87,15.85,{'WELCOME'}
Category 10,2025-10-03,Merchant 18,62.045,0.785,-9.19,"{'NONE','WELCOME'}"
Category 10,2025-10-03,Merchant 20,77.94,3.1925,38.865,"{'NONE','WELCOME'}"
Category 10,2025-10-03,Merchant 3,65.1025,2.425,29.26875,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-03,Merchant 4,68.95,3.3975,9.64,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-03,Merchant 5,51.765,2.805,-32.59,"{'SAVE10','WELCOME'}"
Category 10,2025-10-03,Merchant 6,54.4125,2.72,-26.485,{'WELCOME'}
Category 10,2025-10-03,Merchant 8,41.843333333333334,1.49,6.8533333333333335,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-04,Merchant 10,34.873333333333335,0.18666666666666668,-9.256666666666666,"{'NONE','WELCOME'}"
Category 10,2025-10-04,Merchant 11,23.31,1.17,-21.9,{'WELCOME'}
Category 10,2025-10-04,Merchant 12,70.76571428571428,3.0942857142857143,14.965714285714286,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-04,Merchant 17,49.355,4.935,24.72,{'SAVE10'}
Category 10,2025-10-04,Merchant 18,55.39,2.81,-32.33,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-04,Merchant 19,35.89333333333333,0.8766666666666667,-33.42333333333333,"{'NONE','WELCOME'}"
Category 10,2025-10-04,Merchant 20,55.718,3.498,23.824,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-04,Merchant 3,60.57,3.21875,21.43,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-04,Merchant 4,6.86,0.34,-57.15,{'WELCOME'}
Category 10,2025-10-04,Merchant 6,78.085,2.585,-17.14,"{'NONE','SAVE10'}"
Category 10,2025-10-04,Merchant 8,21.77,2.18,-13.91,{'SAVE10'}
Category 10,2025-10-05,Merchant 10,58.736666666666665,5.693333333333333,9.1,"{'SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 12,55.876666666666665,2.796666666666667,4.776666666666666,{'WELCOME'}
Category 10,2025-10-05,Merchant 14,65.32333333333334,5.466666666666667,35.89666666666667,"{'SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 16,53.205,4.45,26.67,"{'SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 17,16,0,-3.7,{'NONE'}
Category 10,2025-10-05,Merchant 18,42.98,3.163333333333333,-30.633333333333333,"{'SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 19,58.93333333333333,2.736666666666667,-33.32333333333333,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 20,38.71,2.162,5.316,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 3,52.665,2.635,28.49,{'WELCOME'}
Category 10,2025-10-05,Merchant 4,36.9,1.505,-37.6,"{'NONE','WELCOME'}"
Category 10,2025-10-05,Merchant 5,27.38,2.095,-56.265,"{'SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 6,55.91,1.7383333333333333,-4.283333333333333,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-05,Merchant 8,54.45666666666666,0.7366666666666667,20.22,"{'NONE','WELCOME'}"
Category 10,2025-10-06,Merchant 10,61.82,3.09,12.8,{'WELCOME'}
Category 10,2025-10-06,Merchant 11,60.45,2.62,13.79,"{'NONE','SAVE10'}"
Category 10,2025-10-06,Merchant 12,27.7525,0.1975,-28.455,"{'NONE','WELCOME'}"
Category 10,2025-10-06,Merchant 13,79.535,0,-12.835,{'NONE'}
Category 10,2025-10-06,Merchant 14,56.27,3.92,16.68,"{'SAVE10','WELCOME'}"
Category 10,2025-10-06,Merchant 16,84.73,4.24,58.4,{'WELCOME'}
Category 10,2025-10-06,Merchant 17,40.9,2.05,19.16,{'WELCOME'}
Category 10,2025-10-06,Merchant 18,43.12,2.5875,-34.7375,"{'SAVE10','WELCOME'}"
Category 10,2025-10-06,Merchant 19,57.89666666666667,1.6833333333333333,-33.306666666666665,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-06,Merchant 20,69.75,3.4875,33.9275,{'WELCOME'}
Category 10,2025-10-06,Merchant 3,67.6225,4.7325,27.2,"{'SAVE10','WELCOME'}"
Category 10,2025-10-06,Merchant 4,72.93,3.65,-13.04,{'WELCOME'}
Category 10,2025-10-06,Merchant 5,73.94,7.39,-15,{'SAVE10'}
Category 10,2025-10-06,Merchant 6,32.50666666666667,0.3433333333333333,-35.93333333333333,"{'NONE','WELCOME'}"
Category 10,2025-10-06,Merchant 8,96.64,9.66,53.48,{'SAVE10'}
Category 10,2025-10-07,Merchant 10,55.915,2.9,13.045,"{'NONE','SAVE10'}"
Category 10,2025-10-07,Merchant 11,54.01,1.82,8.15,"{'NONE','WELCOME'}"
Category 10,2025-10-07,Merchant 12,66.384,4.882,10.116,"{'SAVE10','WELCOME'}"
Category 10,2025-10-07,Merchant 13,12.66,0,-79.71,{'NONE'}
Category 10,2025-10-07,Merchant 14,58.9775,3.74,16.6425,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-07,Merchant 17,64.09,1.47,42.92,"{'NONE','WELCOME'}"
Category 10,2025-10-07,Merchant 18,32.36,0,-38.09,{'NONE'}
Category 10,2025-10-07,Merchant 19,28.69,0,-29.21,{'NONE'}
Category 10,2025-10-07,Merchant 20,30.933333333333334,1.38,-6.98,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-07,Merchant 3,51.6025,2.8925,35.365,"{'NONE','SAVE10'}"
Category 10,2025-10-07,Merchant 4,58.76,0.945,-2.76,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-07,Merchant 5,8.93,0.45,-73.07,{'WELCOME'}
Category 10,2025-10-07,Merchant 6,67.42666666666666,2.6655555555555557,1.34,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-07,Merchant 8,75.96,7.6,34.86,{'SAVE10'}
Category 10,2025-10-08,Merchant 10,68.87,6.89,22.01,{'SAVE10'}
Category 10,2025-10-08,Merchant 11,14.23,0.71,-30.52,{'WELCOME'}
Category 10,2025-10-08,Merchant 12,82.275,4.535,21.73,"{'NONE','SAVE10'}"
Category 10,2025-10-08,Merchant 13,63.83,5.165,-33.7025,"{'SAVE10','WELCOME'}"
Category 10,2025-10-08,Merchant 14,99.56,9.96,42.22,{'SAVE10'}
Category 10,2025-10-08,Merchant 16,89.61,4.48,63.04,{'WELCOME'}
Category 10,2025-10-08,Merchant 18,20.65,1.3,-70.38,"{'SAVE10','WELCOME'}"
Category 10,2025-10-08,Merchant 19,20.683333333333334,1.8,-49.556666666666665,"{'SAVE10','WELCOME'}"
Category 10,2025-10-08,Merchant 20,44.1,2.64,-35.77,"{'SAVE10','WELCOME'}"
Category 10,2025-10-08,Merchant 3,65.645,4.184,30.551,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-08,Merchant 4,82.43,4.12,45.67,{'WELCOME'}
Category 10,2025-10-08,Merchant 6,76.105,5.26,-3.3875,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-09,Merchant 11,56.96,2.85,10.07,{'WELCOME'}
Category 10,2025-10-09,Merchant 13,72.33,7.23,-27.27,{'SAVE10'}
Category 10,2025-10-09,Merchant 14,53.0825,1.42,30.63,"{'NONE','WELCOME'}"
Category 10,2025-10-09,Merchant 16,45.42,0,23.33,{'NONE'}
Category 10,2025-10-09,Merchant 17,31.96,3.2,9.06,{'SAVE10'}
Category 10,2025-10-09,Merchant 18,90.27,0,0.54,{'NONE'}
Category 10,2025-10-09,Merchant 19,61.63,1.9,-13.98,"{'NONE','WELCOME'}"
Category 10,2025-10-09,Merchant 20,70.2375,4.02,5.1375,"{'SAVE10','WELCOME'}"
Category 10,2025-10-09,Merchant 3,65.35666666666667,2.993333333333333,22.163333333333334,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-09,Merchant 4,92.5725,3.8325,31.2625,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-09,Merchant 6,37.41,0,-47.34,{'NONE'}
Category 10,2025-10-09,Merchant 8,39.19,2.305,3.385,"{'NONE','SAVE10'}"
Category 10,2025-10-10,Merchant 10,91.575,2.305,46.32,"{'NONE','WELCOME'}"
Category 10,2025-10-10,Merchant 11,48.085,0.945,3.1,"{'NONE','WELCOME'}"
Category 10,2025-10-10,Merchant 17,36.9,1.85,15.36,{'WELCOME'}
Category 10,2025-10-10,Merchant 18,87.29,8.73,-11.17,{'SAVE10'}
Category 10,2025-10-10,Merchant 19,65.82,2.696,-7.424,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-10,Merchant 20,68.1625,2.8625,16.8175,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-10,Merchant 3,51.127272727272725,3.5236363636363635,23.842727272727274,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-10,Merchant 4,55.37428571428571,1.5214285714285714,-13.377142857142857,"{'NONE','WELCOME'}"
Category 10,2025-10-10,Merchant 5,8.52,0.43,-73.46,{'WELCOME'}
Category 10,2025-10-10,Merchant 6,69.652,2.674,-19.35,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-10,Merchant 8,55.35,4.43,17.423333333333332,"{'SAVE10','WELCOME'}"
Category 10,2025-10-11,Merchant 10,45.93,2.3,0.68,{'WELCOME'}
Category 10,2025-10-11,Merchant 11,70.14,3.51,22.59,{'WELCOME'}
Category 10,2025-10-11,Merchant 12,52.042,2.946,-11.538,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-11,Merchant 13,58.56,2.93,-36.74,{'WELCOME'}
Category 10,2025-10-11,Merchant 14,40.37,2.02,8.535,{'WELCOME'}
Category 10,2025-10-11,Merchant 16,54.63,2.235,30.305,"{'NONE','WELCOME'}"
Category 10,2025-10-11,Merchant 17,84.655,2.225,62.73,"{'NONE','WELCOME'}"
Category 10,2025-10-11,Merchant 18,86.19,4.2,-0.028,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-11,Merchant 19,46.06,4.61,-48.07,{'SAVE10'}
Category 10,2025-10-11,Merchant 20,44.1575,1.0025,7.275,"{'NONE','WELCOME'}"
Category 10,2025-10-11,Merchant 3,48.145,2.513333333333333,17.495,"{'SAVE10','WELCOME'}"
Category 10,2025-10-11,Merchant 4,45.275,3.005,-15.21,"{'SAVE10','WELCOME'}"
Category 10,2025-10-11,Merchant 5,38.28,3.83,-47.1,{'SAVE10'}
Category 10,2025-10-11,Merchant 6,72.99666666666667,2.4233333333333333,16.5,"{'NONE','WELCOME'}"
Category 10,2025-10-11,Merchant 8,81.52,4.08,43.94,{'WELCOME'}
Category 10,2025-10-12,Merchant 10,23.84,0,-22.09,{'NONE'}
Category 10,2025-10-12,Merchant 11,67.6725,2.3225,21.31,"{'NONE','WELCOME'}"
Category 10,2025-10-12,Merchant 12,40.49,4.05,-42.69,{'SAVE10'}
Category 10,2025-10-12,Merchant 13,36.37,1.82,-57.82,{'WELCOME'}
Category 10,2025-10-12,Merchant 14,33.075,2.215,1.045,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-12,Merchant 16,16.76,0.84,-6.17,{'WELCOME'}
Category 10,2025-10-12,Merchant 18,50.22,2.5385714285714287,-31.03142857142857,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-12,Merchant 19,61.41,4.745,-17.045,"{'NONE','SAVE10'}"
Category 10,2025-10-12,Merchant 20,53.412,2.996,19.182,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-12,Merchant 3,31.02,2.73,7.37,"{'SAVE10','WELCOME'}"
Category 10,2025-10-12,Merchant 4,69.18,4.96,23.8225,"{'SAVE10','WELCOME'}"
Category 10,2025-10-12,Merchant 5,79.69,7.97,-9.83,{'SAVE10'}
Category 10,2025-10-12,Merchant 6,100.78,0,8.14,{'NONE'}
Category 10,2025-10-12,Merchant 8,22.65,0,-10.85,{'NONE'}
Category 10,2025-10-13,Merchant 10,99.96,10,49.99,{'SAVE10'}
Category 10,2025-10-13,Merchant 11,82.39666666666666,1.9266666666666667,36.43,"{'NONE','SAVE10'}"
Category 10,2025-10-13,Merchant 12,56.593333333333334,0.15666666666666668,-22.69333333333333,"{'NONE','WELCOME'}"
Category 10,2025-10-13,Merchant 13,36.625,1.12,-56.865,"{'NONE','WELCOME'}"
Category 10,2025-10-13,Merchant 14,80.42,4.02,29.02,{'WELCOME'}
Category 10,2025-10-13,Merchant 17,47.1475,1.0925,26.355,"{'NONE','WELCOME'}"
Category 10,2025-10-13,Merchant 18,30.125,1.7475,-56.5325,"{'SAVE10','WELCOME'}"
Category 10,2025-10-13,Merchant 19,61.33,4.29,-21.94,"{'SAVE10','WELCOME'}"
Category 10,2025-10-13,Merchant 20,55.7325,2.7225,17.1275,"{'NONE','SAVE10'}"
Category 10,2025-10-13,Merchant 3,50.413636363636364,2.9554545454545456,34.914545454545454,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-13,Merchant 4,44.7975,1.235,-29.4325,"{'NONE','WELCOME'}"
Category 10,2025-10-13,Merchant 5,50.185,4.5,-35.865,"{'SAVE10','WELCOME'}"
Category 10,2025-10-13,Merchant 6,78.55,5.67,38.09,"{'SAVE10','WELCOME'}"
Category 10,2025-10-13,Merchant 8,48.78,2.44,12.84,{'WELCOME'}
Category 10,2025-10-14,Merchant 10,70.03,3.5033333333333334,22.583333333333332,{'WELCOME'}
Category 10,2025-10-14,Merchant 11,36.45,0.555,-8.145,"{'NONE','WELCOME'}"
Category 10,2025-10-14,Merchant 12,46.42,0.16,-9.75,"{'NONE','WELCOME'}"
Category 10,2025-10-14,Merchant 14,65.11,3.255,14.475,{'WELCOME'}
Category 10,2025-10-14,Merchant 17,25.79,1.29,4.8,{'WELCOME'}
Category 10,2025-10-14,Merchant 18,65.45333333333333,3.2733333333333334,-27.55,{'WELCOME'}
Category 10,2025-10-14,Merchant 19,68.1925,2.955,-0.5675,"{'NONE','WELCOME'}"
Category 10,2025-10-14,Merchant 20,65.004,3.712,19.978,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-14,Merchant 3,52.956,1.993,20.052,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-14,Merchant 4,38.53,2.7175,-4.585,"{'SAVE10','WELCOME'}"
Category 10,2025-10-14,Merchant 5,20.655,1.7,-62.595,"{'SAVE10','WELCOME'}"
Category 10,2025-10-14,Merchant 6,58.35,2.1125,-17.995,"{'NONE','WELCOME'}"
Category 10,2025-10-14,Merchant 8,40.24,2.01,4.73,{'WELCOME'}
Category 10,2025-10-15,Merchant 10,55.87,1.57,11.35,"{'NONE','WELCOME'}"
Category 10,2025-10-15,Merchant 11,58.0775,2.905,11.1325,{'WELCOME'}
Category 10,2025-10-15,Merchant 12,30.97,2.655,-50.815,"{'SAVE10','WELCOME'}"
Category 10,2025-10-15,Merchant 13,20.835,1.315,-72.85,"{'SAVE10','WELCOME'}"
Category 10,2025-10-15,Merchant 16,48.18,2.41,23.68,{'WELCOME'}
Category 10,2025-10-15,Merchant 17,81.12,6.045,55.38,"{'SAVE10','WELCOME'}"
Category 10,2025-10-15,Merchant 18,55.763333333333335,3.81,-37.776666666666664,"{'SAVE10','WELCOME'}"
Category 10,2025-10-15,Merchant 19,32.45,2.995,-44.255,"{'SAVE10','WELCOME'}"
Category 10,2025-10-15,Merchant 3,63.33857142857143,3.787142857142857,32.26857142857143,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-15,Merchant 4,52.31,0.77,-12.13,"{'NONE','WELCOME'}"
Category 10,2025-10-15,Merchant 5,69.5275,2.61,-14.6325,"{'NONE','WELCOME'}"
Category 10,2025-10-15,Merchant 6,64.1275,5.615,-5.2025,"{'SAVE10','WELCOME'}"
Category 10,2025-10-15,Merchant 8,79.52,3.98,42.04,{'WELCOME'}
Category 10,2025-10-16,Merchant 10,66.045,4.22,15.895,"{'SAVE10','WELCOME'}"
Category 10,2025-10-16,Merchant 12,70.13,3.086666666666667,18.74,"{'NONE','WELCOME'}"
Category 10,2025-10-16,Merchant 13,53.996,2.4,-40.774,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-16,Merchant 14,51.45,5.15,-1.08,{'SAVE10'}
Category 10,2025-10-16,Merchant 16,48.81,3.46,23.26,"{'SAVE10','WELCOME'}"
Category 10,2025-10-16,Merchant 17,37.29,0,17.59,{'NONE'}
Category 10,2025-10-16,Merchant 18,78.43,1.725,-3.385,"{'NONE','WELCOME'}"
Category 10,2025-10-16,Merchant 19,82.99,1.6,-8.13,"{'NONE','WELCOME'}"
Category 10,2025-10-16,Merchant 20,65.33571428571429,2.1014285714285714,11.65857142857143,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-16,Merchant 3,62.8025,2.9225,42.5925,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-16,Merchant 4,34.38166666666667,1.8933333333333333,-35.335,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-16,Merchant 5,66.10666666666667,3.31,-18.753333333333334,{'WELCOME'}
Category 10,2025-10-16,Merchant 6,42.63,0.8566666666666667,-31.583333333333332,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-16,Merchant 8,64.3,3.22,27.59,{'WELCOME'}
Category 10,2025-10-17,Merchant 10,56.748,2.658,10.544,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-17,Merchant 11,68.326,3.416,20.87,{'WELCOME'}
Category 10,2025-10-17,Merchant 12,56.7675,2.84,-13.6425,{'WELCOME'}
Category 10,2025-10-17,Merchant 13,60.0725,1.635,-33.9325,"{'NONE','SAVE10'}"
Category 10,2025-10-17,Merchant 14,42.105,1.715,1.7925,"{'NONE','SAVE10','WELCOME'}"
Category 10,2025-10-17,Merchant 16,42.21,4.22,15.9,{'SAVE10'}
Category 10,2025-10-17,Merchant 17,66.00333333333333,4.133333333333333,42.17333333333333,"{'SAVE10','WELCOME'}"
Category 10,2025-10-17,Merchant 18,50.555,2.975,-42.15,"{'SAVE10','WELCOME'}"
Category 10,2025-10-17,Merchant 19,76.5,7.65,-20.67,{'SAVE10'}
Category 10,2025-10-17,Merchant 20,56.016666666666666,1.6033333333333333,-6.016666666666667,"{'NONE','WELCOME'}"
Category 10,2025-10-17,Merchant 3,64.924,3.308,28.632,"{'NONE','SAVE10','WELCOME'}"
